year,date,tournament,level,division,category,placement,total_teams,school,city,state
2021,,2021-03-06_nCA_santa_clara_regional_c,Regionals,C,nca_regional,416,36,Milpitas High School,Milpitas,CA
2021,,2021-03-06_nCA_santa_clara_regional_c,Regionals,C,nca_regional,417,36,Milpitas High School,Milpitas,CA
2021,,2021-03-06_nCA_santa_clara_regional_c,Regionals,C,nca_regional,418,36,Milpitas High School,Milpitas,CA
2021,,2021-03-06_nCA_santa_clara_regional_c,Regionals,C,nca_regional,419,36,Monta Vista High School,Cupertino,CA
2021,,2021-03-06_nCA_santa_clara_regional_c,Regionals,C,nca_regional,420,36,Monta Vista High School,Cupertino,CA
2021,,2021-03-06_nCA_santa_clara_regional_c,Regionals,C,nca_regional,421,36,Monta Vista High School,Cupertino,CA
2021,,2021-03-06_nCA_santa_clara_regional_c,Regionals,C,nca_regional,422,36,Mountain View High School,Mountain View,CA
2021,,2021-03-06_nCA_santa_clara_regional_c,Regionals,C,nca_regional,423,36,Mountain View High School,Mountain View,CA
2021,,2021-03-06_nCA_santa_clara_regional_c,Regionals,C,nca_regional,424,36,Mountain View High School,Mountain View,CA
2021,,2021-03-06_nCA_santa_clara_regional_c,Regionals,C,nca_regional,425,36,Notre Dame High School,San Jose,CA
2021,,2021-03-06_nCA_santa_clara_regional_c,Regionals,C,nca_regional,426,36,Palo Alto High School,Palo Alto,CA
2021,,2021-03-06_nCA_santa_clara_regional_c,Regionals,C,nca_regional,427,36,Palo Alto High School,Palo Alto,CA
2021,,2021-03-06_nCA_santa_clara_regional_c,Regionals,C,nca_regional,428,36,Piedmont Hills High School,San Jose,CA
2021,,2021-03-06_nCA_santa_clara_regional_c,Regionals,C,nca_regional,429,36,Saint Francis High School,Mountain View,CA
2021,,2021-03-06_nCA_santa_clara_regional_c,Regionals,C,nca_regional,430,36,Saint Francis High School,Mountain View,CA
2021,,2021-03-06_nCA_santa_clara_regional_c,Regionals,C,nca_regional,431,36,Santa Teresa High School,San Jose,CA
2021,,2021-03-06_nCA_santa_clara_regional_c,Regionals,C,nca_regional,432,36,Saratoga High School,Saratoga,CA
2021,,2021-03-06_nCA_santa_clara_regional_c,Regionals,C,nca_regional,433,36,Silver Creek High School,San Jose,CA
2021,,2021-03-06_nCA_santa_clara_regional_c,Regionals,C,nca_regional,434,36,University Preparatory Academy,San Jose,CA
2021,,2021-03-06_nCA_santa_clara_regional_c,Regionals,C,nca_regional,435,36,Valley Christian High School,San Jose,CA
2021,,2021-03-06_nCA_santa_clara_regional_c,Regionals,C,nca_regional,436,36,Wilcox High School,Santa Clara,CA
2021,,2021-03-06_nCA_stanislaus_regional_b,Regionals,B,nca_regional,501,9,Blaker Kinser Junior High School,Ceres,CA
2021,,2021-03-06_nCA_stanislaus_regional_b,Regionals,B,nca_regional,502,9,Hickman Charter School,Hickman,CA
2021,,2021-03-06_nCA_stanislaus_regional_b,Regionals,B,nca_regional,503,9,La Loma Junior High School,Modesto,CA
2021,,2021-03-06_nCA_stanislaus_regional_b,Regionals,B,nca_regional,504,9,La Loma Junior High School,Modesto,CA
2021,,2021-03-06_nCA_stanislaus_regional_b,Regionals,B,nca_regional,505,9,Modesto Christian School,,CA
2021,,2021-03-06_nCA_stanislaus_regional_b,Regionals,B,nca_regional,506,9,Oakdale Junior High School,Oakdale,CA
2021,,2021-03-06_nCA_stanislaus_regional_b,Regionals,B,nca_regional,507,9,Elizabeth Ustach Middle School,Modesto,CA
2021,,2021-03-06_nCA_stanislaus_regional_b,Regionals,B,nca_regional,508,9,Elizabeth Ustach Middle School,Modesto,CA
2021,,2021-03-06_nCA_stanislaus_regional_b,Regionals,B,nca_regional,509,9,Whitmore Charter School of Art and Technology,,CA
2021,,2021-03-06_nCA_stanislaus_regional_c,Regionals,C,nca_regional,501,19,Fred C. Beyer High School,Modesto,CA
2021,,2021-03-06_nCA_stanislaus_regional_c,Regionals,C,nca_regional,502,19,Fred C. Beyer High School,Modesto,CA
2021,,2021-03-06_nCA_stanislaus_regional_c,Regionals,C,nca_regional,503,19,Central Catholic High School,Modesto,CA
2021,,2021-03-06_nCA_stanislaus_regional_c,Regionals,C,nca_regional,504,19,Ceres High School,Ceres,CA
2021,,2021-03-06_nCA_stanislaus_regional_c,Regionals,C,nca_regional,505,19,Grace M. Davis High School,Modesto,CA
2021,,2021-03-06_nCA_stanislaus_regional_c,Regionals,C,nca_regional,506,19,Grace M. Davis High School,Modesto,CA
2021,,2021-03-06_nCA_stanislaus_regional_c,Regionals,C,nca_regional,507,19,James C. Enochs High School,Modesto,CA
2021,,2021-03-06_nCA_stanislaus_regional_c,Regionals,C,nca_regional,508,19,James C. Enochs High School,Modesto,CA
2021,,2021-03-06_nCA_stanislaus_regional_c,Regionals,C,nca_regional,509,19,Joseph A. Gregori High School,Modesto,CA
2021,,2021-03-06_nCA_stanislaus_regional_c,Regionals,C,nca_regional,510,19,Joseph A. Gregori High School,Modesto,CA
2021,,2021-03-06_nCA_stanislaus_regional_c,Regionals,C,nca_regional,511,19,Merced High School,Merced,CA
2021,,2021-03-06_nCA_stanislaus_regional_c,Regionals,C,nca_regional,512,19,Modesto Christian School,,CA
2021,,2021-03-06_nCA_stanislaus_regional_c,Regionals,C,nca_regional,513,19,Modesto High School,Modesto,CA
2021,,2021-03-06_nCA_stanislaus_regional_c,Regionals,C,nca_regional,514,19,Modesto High School,Modesto,CA
2021,,2021-03-06_nCA_stanislaus_regional_c,Regionals,C,nca_regional,515,19,Oakdale Charter School,Oakdale,CA
2021,,2021-03-06_nCA_stanislaus_regional_c,Regionals,C,nca_regional,516,19,Oakdale High School,Oakdale,CA
2021,,2021-03-06_nCA_stanislaus_regional_c,Regionals,C,nca_regional,517,19,John H. Pitman High School,Turlock,CA
2021,,2021-03-06_nCA_stanislaus_regional_c,Regionals,C,nca_regional,518,19,Turlock High School,Turlock,CA
2021,,2021-03-06_nCA_stanislaus_regional_c,Regionals,C,nca_regional,519,19,Whitmore Charter High School,,CA
2021,,2021-03-06_nCA_tulare_regional_b,Regionals,B,nca_regional,601,4,Burton Middle School,,CA
2021,,2021-03-06_nCA_tulare_regional_b,Regionals,B,nca_regional,602,4,Divisadero Middle School,Visalia,CA
2021,,2021-03-06_nCA_tulare_regional_b,Regionals,B,nca_regional,603,4,Ridgeview Middle School,Visalia,CA
2021,,2021-03-06_nCA_tulare_regional_b,Regionals,B,nca_regional,604,4,Sundale Union Elementary School,,CA
2021,,2021-03-06_nCA_tulare_regional_c,Regionals,C,nca_regional,601,9,Mission Oak High School,Tulare,CA
2021,,2021-03-06_nCA_tulare_regional_c,Regionals,C,nca_regional,602,9,Mission Oak High School,Tulare,CA
2021,,2021-03-06_nCA_tulare_regional_c,Regionals,C,nca_regional,603,9,Orosi High School,,CA
2021,,2021-03-06_nCA_tulare_regional_c,Regionals,C,nca_regional,604,9,Orosi High School,,CA
2021,,2021-03-06_nCA_tulare_regional_c,Regionals,C,nca_regional,605,9,Orosi High School,,CA
2021,,2021-03-06_nCA_tulare_regional_c,Regionals,C,nca_regional,606,9,Tulare Union High School,Tulare,CA
2021,,2021-03-06_nCA_tulare_regional_c,Regionals,C,nca_regional,607,9,Tulare Union High School,Tulare,CA
2021,,2021-03-06_nCA_tulare_regional_c,Regionals,C,nca_regional,608,9,Tulare Western High School,,CA
2021,,2021-03-06_nCA_tulare_regional_c,Regionals,C,nca_regional,609,9,University Preparatory High School,Visalia,CA
2021,2021-04-03,2021-04-03_sCA_states_b,States,B,ca_states,1,30,Alvarado Intermediate School,Rowland Heights,CA
2021,2021-04-03,2021-04-03_sCA_states_b,States,B,ca_states,2,30,Amelia Earhart Middle School,Riverside,CA
2021,2021-04-03,2021-04-03_sCA_states_b,States,B,ca_states,3,30,Aviara Oaks Middle School,Carlsbad,CA
2021,2021-04-03,2021-04-03_sCA_states_b,States,B,ca_states,4,30,Black Mountain Middle School,San Diego,CA
2021,2021-04-03,2021-04-03_sCA_states_b,States,B,ca_states,5,30,Carmel Valley Middle School,San Diego,CA
2021,2021-04-03,2021-04-03_sCA_states_b,States,B,ca_states,6,30,Chaparral Middle School,Diamond Bar,CA
2021,2021-04-03,2021-04-03_sCA_states_b,States,B,ca_states,7,30,Dana Middle School,Arcadia,CA
2021,2021-04-03,2021-04-03_sCA_states_b,States,B,ca_states,8,30,Design39 Campus,San Diego,CA
2021,2021-04-03,2021-04-03_sCA_states_b,States,B,ca_states,9,30,El Rancho Charter School,Anaheim,CA
2021,2021-04-03,2021-04-03_sCA_states_b,States,B,ca_states,10,30,Erle Stanley Gardner Middle School,Temecula,CA
2021,2021-04-03,2021-04-03_sCA_states_b,States,B,ca_states,11,30,Garvey Intermediate School,Rosemead,CA
2021,2021-04-03,2021-04-03_sCA_states_b,States,B,ca_states,12,30,Hermosa Valley School,Hermosa Beach,CA
2021,2021-04-03,2021-04-03_sCA_states_b,States,B,ca_states,13,30,Henry E. Huntington Middle School,San Marino,CA
2021,2021-04-03,2021-04-03_sCA_states_b,States,B,ca_states,14,30,James L. Day Middle School,Temecula,CA
2021,2021-04-03,2021-04-03_sCA_states_b,States,B,ca_states,15,30,Jeffrey Trail Middle School,Irvine,CA
2021,2021-04-03,2021-04-03_sCA_states_b,States,B,ca_states,16,30,Kraemer Middle School,Placentia,CA
2021,2021-04-03,2021-04-03_sCA_states_b,States,B,ca_states,17,30,Madrona Middle School,Torrance,CA
2021,2021-04-03,2021-04-03_sCA_states_b,States,B,ca_states,18,30,Margarita Middle School,Temecula,CA
2021,2021-04-03,2021-04-03_sCA_states_b,States,B,ca_states,19,30,Thurgood Marshall Middle School,San Diego,CA
2021,2021-04-03,2021-04-03_sCA_states_b,States,B,ca_states,20,30,Meadowbrook Middle School,Poway,CA
2021,2021-04-03,2021-04-03_sCA_states_b,States,B,ca_states,21,30,Mesa Robles School,Hacienda Heights,CA
2021,2021-04-03,2021-04-03_sCA_states_b,States,B,ca_states,22,30,Mesa Verde Middle School,San Diego,CA
2021,2021-04-03,2021-04-03_sCA_states_b,States,B,ca_states,23,30,Oak Valley Middle School,San Diego,CA
2021,2021-04-03,2021-04-03_sCA_states_b,States,B,ca_states,24,30,Ocean Air School,San Diego,CA
2021,2021-04-03,2021-04-03_sCA_states_b,States,B,ca_states,25,30,Pacific Trails Middle School,San Diego,CA
2021,2021-04-03,2021-04-03_sCA_states_b,States,B,ca_states,26,30,Rancho San Joaquin Middle School,Irvine,CA
2021,2021-04-03,2021-04-03_sCA_states_b,States,B,ca_states,27,30,Robert C. Fisler School,Fullerton,CA
2021,2021-04-03,2021-04-03_sCA_states_b,States,B,ca_states,28,30,Sierra Vista Middle School,Irvine,CA
2021,2021-04-03,2021-04-03_sCA_states_b,States,B,ca_states,29,30,Vail Ranch Middle School,Temecula,CA
2021,2021-04-03,2021-04-03_sCA_states_b,States,B,ca_states,30,30,Vista Verde K-8 School,Irvine,CA
2021,,2021-04-03_sCA_states_c,States,C,ca_states,16,30,Troy High School,Fullerton,CA
2021,,2021-04-03_sCA_states_c,States,C,ca_states,8,30,North Hollywood High School,North Hollywood,CA
2021,,2021-04-03_sCA_states_c,States,C,ca_states,6,30,Diamond Bar High School,Diamond Bar,CA
2021,,2021-04-03_sCA_states_c,States,C,ca_states,18,30,University High School,Irvine,CA
2021,,2021-04-03_sCA_states_c,States,C,ca_states,19,30,Portola High School,Irvine,CA
2021,,2021-04-03_sCA_states_c,States,C,ca_states,12,30,Temple City High School,Temple City,CA
2021,,2021-04-03_sCA_states_c,States,C,ca_states,17,30,Northwood High School,Irvine,CA
2021,,2021-04-03_sCA_states_c,States,C,ca_states,7,30,Arcadia High School,Arcadia,CA
2021,,2021-04-03_sCA_states_c,States,C,ca_states,23,30,Canyon Crest Academy,San Diego,CA
2021,,2021-04-03_sCA_states_c,States,C,ca_states,11,30,West High School,Torrance,CA
2021,,2021-04-03_sCA_states_c,States,C,ca_states,24,30,Westview High School,San Diego,CA
2021,,2021-04-03_sCA_states_c,States,C,ca_states,9,30,Glen A. Wilson High School,Hacienda Heights,CA
2021,,2021-04-03_sCA_states_c,States,C,ca_states,20,30,Valencia High School,Placentia,CA
2021,,2021-04-03_sCA_states_c,States,C,ca_states,21,30,Orange County School of the Arts,Santa Ana,CA
2021,,2021-04-03_sCA_states_c,States,C,ca_states,27,30,Torrey Pines High School,San Diego,CA
2021,,2021-04-03_sCA_states_c,States,C,ca_states,10,30,San Marino High School,San Marino,CA
2021,,2021-04-03_sCA_states_c,States,C,ca_states,2,30,Martin Luther King High School,Riverside,CA
2021,,2021-04-03_sCA_states_c,States,C,ca_states,1,30,Great Oak High School,Temecula,CA
2021,,2021-04-03_sCA_states_c,States,C,ca_states,25,30,Del Norte High School,San Diego,CA
2021,,2021-04-03_sCA_states_c,States,C,ca_states,13,30,Gretchen Whitney High School,Cerritos,CA
2021,,2021-04-03_sCA_states_c,States,C,ca_states,15,30,Walnut High School,Walnut,CA
2021,,2021-04-03_sCA_states_c,States,C,ca_states,14,30,Cerritos High School,Cerritos,CA
2021,,2021-04-03_sCA_states_c,States,C,ca_states,26,30,Scripps Ranch High School,San Diego,CA
2021,,2021-04-03_sCA_states_c,States,C,ca_states,22,30,Arnold O. Beckman High School,Irvine,CA
2021,,2021-04-03_sCA_states_c,States,C,ca_states,28,30,Rancho Bernardo High School,San Diego,CA
2021,,2021-04-03_sCA_states_c,States,C,ca_states,4,30,Temecula Valley High School,Temecula,CA
2021,,2021-04-03_sCA_states_c,States,C,ca_states,3,30,Riverside STEM Academy,Riverside,CA
2021,,2021-04-03_sCA_states_c,States,C,ca_states,29,30,University City High School,San Diego,CA
2021,,2021-04-03_sCA_states_c,States,C,ca_states,30,30,Mt. Carmel High School,San Diego,CA
2021,,2021-04-03_sCA_states_c,States,C,ca_states,5,30,Etiwanda High School,Rancho Cucamonga,CA
2021,2021-04-10,2021-04-10_nCA_bay_area_elementary_regional_a,Regionals,A,nca_regional,16,24,Challenger School - Berryessa,San Jose,CA
2021,2021-04-10,2021-04-10_nCA_bay_area_elementary_regional_a,Regionals,A,nca_regional,10,24,BASIS Independent Silicon Valley,San Jose,CA
2021,2021-04-10,2021-04-10_nCA_bay_area_elementary_regional_a,Regionals,A,nca_regional,8,24,Ardenwood Elementary School,Fremont,CA
2021,2021-04-10,2021-04-10_nCA_bay_area_elementary_regional_a,Regionals,A,nca_regional,23,24,John Gomes Elementary School,Fremont,CA
2021,2021-04-10,2021-04-10_nCA_bay_area_elementary_regional_a,Regionals,A,nca_regional,12,24,Ardenwood Elementary School,Fremont,CA
2021,2021-04-10,2021-04-10_nCA_bay_area_elementary_regional_a,Regionals,A,nca_regional,5,24,Ardenwood Elementary School,Fremont,CA
2021,2021-04-10,2021-04-10_nCA_bay_area_elementary_regional_a,Regionals,A,nca_regional,4,24,Warm Springs Elementary School,Fremont,CA
2021,2021-04-10,2021-04-10_nCA_bay_area_elementary_regional_a,Regionals,A,nca_regional,2,24,John Gomes Elementary School,Fremont,CA
2021,2021-04-10,2021-04-10_nCA_bay_area_elementary_regional_a,Regionals,A,nca_regional,26,24,Challenger School - Berryessa,San Jose,CA
2021,2021-04-10,2021-04-10_nCA_bay_area_elementary_regional_a,Regionals,A,nca_regional,9,24,Mission Valley Elementary School,Fremont,CA
2021,2021-04-10,2021-04-10_nCA_bay_area_elementary_regional_a,Regionals,A,nca_regional,30,24,Chadbourne Elementary School,Fremont,CA
2021,2021-04-10,2021-04-10_nCA_bay_area_elementary_regional_a,Regionals,A,nca_regional,33,24,Parkmont Elementary School,Fremont,CA
2021,2021-04-10,2021-04-10_nCA_bay_area_elementary_regional_a,Regionals,A,nca_regional,35,24,Brookvale Elementary School,Fremont,CA
2021,2021-04-10,2021-04-10_nCA_bay_area_elementary_regional_a,Regionals,A,nca_regional,11,24,Warm Springs Elementary School,Fremont,CA
2021,2021-04-10,2021-04-10_nCA_bay_area_elementary_regional_a,Regionals,A,nca_regional,3,24,Fred E. Weibel Elementary School,Fremont,CA
2021,2021-04-10,2021-04-10_nCA_bay_area_elementary_regional_a,Regionals,A,nca_regional,22,24,Ardenwood Elementary School,Fremont,CA
2021,2021-04-10,2021-04-10_nCA_bay_area_elementary_regional_a,Regionals,A,nca_regional,21,24,Chadbourne Elementary School,Fremont,CA
2021,2021-04-10,2021-04-10_nCA_bay_area_elementary_regional_a,Regionals,A,nca_regional,6,24,Parkmont Elementary School,Fremont,CA
2021,2021-04-10,2021-04-10_nCA_bay_area_elementary_regional_a,Regionals,A,nca_regional,7,24,Forest Park Elementary School,Fremont,CA
2021,2021-04-10,2021-04-10_nCA_bay_area_elementary_regional_a,Regionals,A,nca_regional,17,24,Delaine Eastin Elementary School,Union City,CA
2021,2021-04-10,2021-04-10_nCA_bay_area_elementary_regional_a,Regionals,A,nca_regional,28,24,Parkmont Elementary School,Fremont,CA
2021,2021-04-10,2021-04-10_nCA_bay_area_elementary_regional_a,Regionals,A,nca_regional,19,24,John Gomes Elementary School,Fremont,CA
2021,2021-04-10,2021-04-10_nCA_bay_area_elementary_regional_a,Regionals,A,nca_regional,1,24,Challenger School - Berryessa,San Jose,CA
2021,2021-04-10,2021-04-10_nCA_bay_area_elementary_regional_a,Regionals,A,nca_regional,36,24,Challenger School - Berryessa,San Jose,CA
2021,2021-04-17,2021-04-17_nCA_states_b,States,B,ca_states,20,32,Kennedy Middle School,Cupertino,CA
2021,2021-04-17,2021-04-17_nCA_states_b,States,B,ca_states,32,32,Winston Churchill Middle School,Carmichael,CA
2021,2021-04-17,2021-04-17_nCA_states_b,States,B,ca_states,22,32,Joaquin Miller Middle School,San Jose,CA
2021,2021-04-17,2021-04-17_nCA_states_b,States,B,ca_states,9,32,Chaboya Middle School,San Jose,CA
2021,2021-04-17,2021-04-17_nCA_states_b,States,B,ca_states,16,32,Frank S. Greene Jr. Middle School,Palo Alto,CA
2021,2021-04-17,2021-04-17_nCA_states_b,States,B,ca_states,4,32,BASIS Independent Silicon Valley,San Jose,CA
2021,2021-04-17,2021-04-17_nCA_states_b,States,B,ca_states,11,32,Creekside Middle School,Castro Valley,CA
2021,2021-04-17,2021-04-17_nCA_states_b,States,B,ca_states,10,32,Christensen Middle School,Livermore,CA
2021,2021-04-17,2021-04-17_nCA_states_b,States,B,ca_states,1,32,Albany Middle School,Albany,CA
2021,2021-04-17,2021-04-17_nCA_states_b,States,B,ca_states,24,32,Peter Hansen Elementary School,Mountain House,CA
2021,2021-04-17,2021-04-17_nCA_states_b,States,B,ca_states,5,32,Bethany Elementary School,Mountain House,CA
2021,2021-04-17,2021-04-17_nCA_states_b,States,B,ca_states,8,32,Canyon Middle School,Castro Valley,CA
2021,2021-04-17,2021-04-17_nCA_states_b,States,B,ca_states,17,32,Hickman Charter School,Hickman,CA
2021,2021-04-17,2021-04-17_nCA_states_b,States,B,ca_states,28,32,John Sutter Middle School,Fowler,CA
2021,2021-04-17,2021-04-17_nCA_states_b,States,B,ca_states,13,32,Elizabeth Pinkerton Middle School,Elk Grove,CA
2021,2021-04-17,2021-04-17_nCA_states_b,States,B,ca_states,31,32,Wicklund Elementary School,Mountain House,CA
2021,2021-04-17,2021-04-17_nCA_states_b,States,B,ca_states,14,32,Eleanor Murray Fallon Middle School,Dublin,CA
2021,2021-04-17,2021-04-17_nCA_states_b,States,B,ca_states,18,32,Julius Cordes Elementary School,Mountain House,CA
2021,2021-04-17,2021-04-17_nCA_states_b,States,B,ca_states,15,32,Granite Ridge Intermediate School,Fresno,CA
2021,2021-04-17,2021-04-17_nCA_states_b,States,B,ca_states,2,32,Arden Middle School,Sacramento,CA
2021,2021-04-17,2021-04-17_nCA_states_b,States,B,ca_states,30,32,Elizabeth Ustach Middle School,Modesto,CA
2021,2021-04-17,2021-04-17_nCA_states_b,States,B,ca_states,29,32,T.R. Smedberg Middle School,Sacramento,CA
2021,2021-04-17,2021-04-17_nCA_states_b,States,B,ca_states,21,32,La Loma Junior High School,Modesto,CA
2021,2021-04-17,2021-04-17_nCA_states_b,States,B,ca_states,26,32,Sebastian Questa Elementary School,Mountain House,CA
2021,2021-04-17,2021-04-17_nCA_states_b,States,B,ca_states,3,32,Baird Middle School,Fresno,CA
2021,2021-04-17,2021-04-17_nCA_states_b,States,B,ca_states,19,32,Kastner Intermediate School,Fresno,CA
2021,2021-04-17,2021-04-17_nCA_states_b,States,B,ca_states,23,32,Oakdale Junior High School,Oakdale,CA
2021,2021-04-17,2021-04-17_nCA_states_b,States,B,ca_states,7,32,Burton Middle School,,CA
2021,2021-04-17,2021-04-17_nCA_states_b,States,B,ca_states,27,32,Sundale Union Elementary School,,CA
2021,2021-04-17,2021-04-17_nCA_states_b,States,B,ca_states,12,32,Divisadero Middle School,Visalia,CA
2021,2021-04-17,2021-04-17_nCA_states_b,States,B,ca_states,25,32,Quail Lake Environmental Charter School,Clovis,CA
2021,2021-04-17,2021-04-17_nCA_states_b,States,B,ca_states,6,32,Blaker Kinser Junior High School,Ceres,CA
2021,2021-04-17,2021-04-17_nCA_states_c,States,C,ca_states,1,33,Albany High School,Albany,CA
2021,2021-04-17,2021-04-17_nCA_states_c,States,C,ca_states,2,33,American High School,Fremont,CA
2021,2021-04-17,2021-04-17_nCA_states_c,States,C,ca_states,3,33,BASIS Independent Silicon Valley,San Jose,CA
2021,2021-04-17,2021-04-17_nCA_states_c,States,C,ca_states,4,33,Buchanan High School,Clovis,CA
2021,2021-04-17,2021-04-17_nCA_states_c,States,C,ca_states,5,33,Clovis North High School,Fresno,CA
2021,2021-04-17,2021-04-17_nCA_states_c,States,C,ca_states,6,33,Clovis West High School,Fresno,CA
2021,2021-04-17,2021-04-17_nCA_states_c,States,C,ca_states,7,33,Cosumnes Oaks High School,Elk Grove,CA
2021,2021-04-17,2021-04-17_nCA_states_c,States,C,ca_states,8,33,Davis Senior High School,Davis,CA
2021,2021-04-17,2021-04-17_nCA_states_c,States,C,ca_states,9,33,Dublin High School,Dublin,CA
2021,2021-04-17,2021-04-17_nCA_states_c,States,C,ca_states,10,33,Edison High School,Fresno,CA
2021,2021-04-17,2021-04-17_nCA_states_c,States,C,ca_states,11,33,Franklin High School,Stockton,CA
2021,2021-04-17,2021-04-17_nCA_states_c,States,C,ca_states,12,33,Fred C. Beyer High School,Modesto,CA
2021,2021-04-17,2021-04-17_nCA_states_c,States,C,ca_states,13,33,Irvington High School,Fremont,CA
2021,2021-04-17,2021-04-17_nCA_states_c,States,C,ca_states,14,33,John H. Pitman High School,Turlock,CA
2021,2021-04-17,2021-04-17_nCA_states_c,States,C,ca_states,15,33,Joseph A. Gregori High School,Modesto,CA
2021,2021-04-17,2021-04-17_nCA_states_c,States,C,ca_states,16,33,Lodi High School,Lodi,CA
2021,2021-04-17,2021-04-17_nCA_states_c,States,C,ca_states,17,33,Lynbrook High School,San Jose,CA
2021,2021-04-17,2021-04-17_nCA_states_c,States,C,ca_states,18,33,Mira Loma High School,Sacramento,CA
2021,2021-04-17,2021-04-17_nCA_states_c,States,C,ca_states,19,33,Mission Oak High School,Tulare,CA
2021,2021-04-17,2021-04-17_nCA_states_c,States,C,ca_states,20,33,Mission San Jose High School,Fremont,CA
2021,2021-04-17,2021-04-17_nCA_states_c,States,C,ca_states,21,33,Modesto High School,Modesto,CA
2021,2021-04-17,2021-04-17_nCA_states_c,States,C,ca_states,22,33,Monta Vista High School,Cupertino,CA
2021,2021-04-17,2021-04-17_nCA_states_c,States,C,ca_states,23,33,Mountain House High School,Mountain House,CA
2021,2021-04-17,2021-04-17_nCA_states_c,States,C,ca_states,24,33,Mountain View High School,Mountain View,CA
2021,2021-04-17,2021-04-17_nCA_states_c,States,C,ca_states,25,33,Orosi High School,,CA
2021,2021-04-17,2021-04-17_nCA_states_c,States,C,ca_states,26,33,Palo Alto High School,Palo Alto,CA
2021,2021-04-17,2021-04-17_nCA_states_c,States,C,ca_states,27,33,Pleasant Grove High School,Elk Grove,CA
2021,2021-04-17,2021-04-17_nCA_states_c,States,C,ca_states,28,33,Sheldon High School,Sacramento,CA
2021,2021-04-17,2021-04-17_nCA_states_c,States,C,ca_states,29,33,Tokay High School,Lodi,CA
2021,2021-04-17,2021-04-17_nCA_states_c,States,C,ca_states,30,33,Tracy High School,,CA
2021,2021-04-17,2021-04-17_nCA_states_c,States,C,ca_states,31,33,Turlock High School,Turlock,CA
2021,2021-04-17,2021-04-17_nCA_states_c,States,C,ca_states,32,33,University High School,Fresno,CA
2021,2021-04-17,2021-04-17_nCA_states_c,States,C,ca_states,33,33,University Preparatory High School,Visalia,CA
2021,2021-05-22,2021-05-22_nationals_b,Nationals,B,nationals,1,60,Jeffrey Trail Middle School,Irvine,CA
2021,2021-05-22,2021-05-22_nationals_b,Nationals,B,nationals,2,60,Kennedy Middle School,Cupertino,CA
2021,2021-05-22,2021-05-22_nationals_b,Nationals,B,nationals,3,60,Paul J. Gelinas Junior High School,Setauket,NY
2021,2021-05-22,2021-05-22_nationals_b,Nationals,B,nationals,4,60,R.C. Murphy Middle School,Stony Brook,NY
2021,2021-05-22,2021-05-22_nationals_b,Nationals,B,nationals,5,60,Slauson Middle School,Ann Arbor,MI
2021,2021-05-22,2021-05-22_nationals_b,Nationals,B,nationals,6,60,Smith Middle School,Troy,MI
2021,2021-05-22,2021-05-22_nationals_b,Nationals,B,nationals,7,60,Piedmont Middle School,Charlotte,NC
2021,2021-05-22,2021-05-22_nationals_b,Nationals,B,nationals,8,60,Fred J. Carnage Magnet Middle School,Raleigh,NC
2021,2021-05-22,2021-05-22_nationals_b,Nationals,B,nationals,9,60,Daniel Wright Junior High School,Lincolnshire,IL
2021,2021-05-22,2021-05-22_nationals_b,Nationals,B,nationals,10,60,Science and Arts Academy,Des Plaines,IL
2021,2021-05-22,2021-05-22_nationals_b,Nationals,B,nationals,11,60,Solon Middle School,Solon,OH
2021,2021-05-22,2021-05-22_nationals_b,Nationals,B,nationals,12,60,Hudson Middle School,Hudson,OH
2021,2021-05-22,2021-05-22_nationals_b,Nationals,B,nationals,13,60,Springhouse Middle School,Allentown,PA
2021,2021-05-22,2021-05-22_nationals_b,Nationals,B,nationals,14,60,Harlan Rowe Middle School,Athens,PA
2021,2021-05-22,2021-05-22_nationals_b,Nationals,B,nationals,15,60,Longfellow Middle School,Falls Church,VA
2021,2021-05-22,2021-05-22_nationals_b,Nationals,B,nationals,16,60,Cooper Middle School,McLean,VA
2021,2021-05-22,2021-05-22_nationals_b,Nationals,B,nationals,17,60,Ladue Middle School,St. Louis,MO
2021,2021-05-22,2021-05-22_nationals_b,Nationals,B,nationals,18,60,Pembroke Hill School,Kansas City,MO
2021,2021-05-22,2021-05-22_nationals_b,Nationals,B,nationals,19,60,Beckendorff Junior High School,Katy,TX
2021,2021-05-22,2021-05-22_nationals_b,Nationals,B,nationals,20,60,Kealing Middle School,Austin,TX
2021,2021-05-22,2021-05-22_nationals_b,Nationals,B,nationals,21,60,Timberline Middle School,Redmond,WA
2021,2021-05-22,2021-05-22_nationals_b,Nationals,B,nationals,22,60,Redmond Middle School,Redmond,WA
2021,2021-05-22,2021-05-22_nationals_b,Nationals,B,nationals,23,60,American Heritage School - Broward,Plantation,FL
2021,2021-05-22,2021-05-22_nationals_b,Nationals,B,nationals,24,60,Markham Woods Middle School,Lake Mary,FL
2021,2021-05-22,2021-05-22_nationals_b,Nationals,B,nationals,25,60,Tilden Middle School,Rockville,MD
2021,2021-05-22,2021-05-22_nationals_b,Nationals,B,nationals,26,60,Burleigh Manor Middle School,Ellicott City,MD
2021,2021-05-22,2021-05-22_nationals_b,Nationals,B,nationals,27,60,Thomas Jefferson Middle School,Valparaiso,IN
2021,2021-05-22,2021-05-22_nationals_b,Nationals,B,nationals,28,60,Ross N. Robinson Middle School,Kingsport,TN
